record_id,record_type,dataset,provider,provider_record_or_file_id,display_name_or_sequence,external_path,byte_count_or_na,md5_or_na,sha256_or_na,frame_count_or_na,ground_truth_filename_or_na,status,evidence_source,notes
E2-OTB-067,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Lemming,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Lemming\img,NA,NA,NA,1336,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Lemming/img; evaluator_anno_path=Lemming/groundtruth_rect.txt; effective_range=1-1336; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Lemming\groundtruth_rect.txt
E2-OTB-068,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Liquor,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Liquor\img,NA,NA,NA,1741,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Liquor/img; evaluator_anno_path=Liquor/groundtruth_rect.txt; effective_range=1-1741; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Liquor\groundtruth_rect.txt
E2-OTB-069,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Man,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Man\img,NA,NA,NA,134,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Man/img; evaluator_anno_path=Man/groundtruth_rect.txt; effective_range=1-134; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Man\groundtruth_rect.txt
E2-OTB-070,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Matrix,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Matrix\img,NA,NA,NA,100,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Matrix/img; evaluator_anno_path=Matrix/groundtruth_rect.txt; effective_range=1-100; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Matrix\groundtruth_rect.txt
E2-OTB-071,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Mhyang,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Mhyang\img,NA,NA,NA,1490,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Mhyang/img; evaluator_anno_path=Mhyang/groundtruth_rect.txt; effective_range=1-1490; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Mhyang\groundtruth_rect.txt
E2-OTB-072,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,MotorRolling,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MotorRolling\img,NA,NA,NA,164,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=MotorRolling/img; evaluator_anno_path=MotorRolling/groundtruth_rect.txt; effective_range=1-164; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MotorRolling\groundtruth_rect.txt
E2-OTB-073,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,MountainBike,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MountainBike\img,NA,NA,NA,228,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=MountainBike/img; evaluator_anno_path=MountainBike/groundtruth_rect.txt; effective_range=1-228; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MountainBike\groundtruth_rect.txt
E2-OTB-074,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Panda,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Panda\img,NA,NA,NA,1000,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Panda/img; evaluator_anno_path=Panda/groundtruth_rect.txt; effective_range=1-1000; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Panda\groundtruth_rect.txt
E2-OTB-075,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,RedTeam,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\RedTeam\img,NA,NA,NA,1918,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=RedTeam/img; evaluator_anno_path=RedTeam/groundtruth_rect.txt; effective_range=1-1918; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\RedTeam\groundtruth_rect.txt
E2-OTB-076,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Rubik,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Rubik\img,NA,NA,NA,1997,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Rubik/img; evaluator_anno_path=Rubik/groundtruth_rect.txt; effective_range=1-1997; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Rubik\groundtruth_rect.txt
E2-OTB-077,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Shaking,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Shaking\img,NA,NA,NA,365,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Shaking/img; evaluator_anno_path=Shaking/groundtruth_rect.txt; effective_range=1-365; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Shaking\groundtruth_rect.txt
E2-OTB-078,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Singer1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Singer1\img,NA,NA,NA,351,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Singer1/img; evaluator_anno_path=Singer1/groundtruth_rect.txt; effective_range=1-351; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Singer1\groundtruth_rect.txt
E2-OTB-079,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Singer2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Singer2\img,NA,NA,NA,366,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Singer2/img; evaluator_anno_path=Singer2/groundtruth_rect.txt; effective_range=1-366; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Singer2\groundtruth_rect.txt
E2-OTB-080,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Skater,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skater\img,NA,NA,NA,160,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Skater/img; evaluator_anno_path=Skater/groundtruth_rect.txt; effective_range=1-160; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skater\groundtruth_rect.txt
E2-OTB-081,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Skater2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skater2\img,NA,NA,NA,435,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Skater2/img; evaluator_anno_path=Skater2/groundtruth_rect.txt; effective_range=1-435; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skater2\groundtruth_rect.txt
E2-OTB-082,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Skating1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skating1\img,NA,NA,NA,400,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Skating1/img; evaluator_anno_path=Skating1/groundtruth_rect.txt; effective_range=1-400; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skating1\groundtruth_rect.txt
E2-OTB-083,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Skating2_1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skating2\img,NA,NA,NA,473,groundtruth_rect.1.txt,READY_WITH_NONMUTATING_ALIAS,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Skating2-1/img; evaluator_anno_path=Skating2-1/groundtruth_rect.txt; effective_range=1-473; layout=NONMUTATING_ALIAS_REQUIRED; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skating2\groundtruth_rect.1.txt
E2-OTB-084,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Skating2_2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skating2\img,NA,NA,NA,473,groundtruth_rect.2.txt,READY_WITH_NONMUTATING_ALIAS,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Skating2-2/img; evaluator_anno_path=Skating2-2/groundtruth_rect.txt; effective_range=1-473; layout=NONMUTATING_ALIAS_REQUIRED; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skating2\groundtruth_rect.2.txt
E2-OTB-085,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Skiing,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skiing\img,NA,NA,NA,81,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Skiing/img; evaluator_anno_path=Skiing/groundtruth_rect.txt; effective_range=1-81; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Skiing\groundtruth_rect.txt
E2-OTB-086,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Soccer,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Soccer\img,NA,NA,NA,392,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Soccer/img; evaluator_anno_path=Soccer/groundtruth_rect.txt; effective_range=1-392; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Soccer\groundtruth_rect.txt
E2-OTB-087,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Subway,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Subway\img,NA,NA,NA,175,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Subway/img; evaluator_anno_path=Subway/groundtruth_rect.txt; effective_range=1-175; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Subway\groundtruth_rect.txt
E2-OTB-088,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Surfer,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Surfer\img,NA,NA,NA,376,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Surfer/img; evaluator_anno_path=Surfer/groundtruth_rect.txt; effective_range=1-376; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Surfer\groundtruth_rect.txt
E2-OTB-089,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Suv,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Suv\img,NA,NA,NA,945,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Suv/img; evaluator_anno_path=Suv/groundtruth_rect.txt; effective_range=1-945; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Suv\groundtruth_rect.txt
E2-OTB-090,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Sylvester,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Sylvester\img,NA,NA,NA,1345,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Sylvester/img; evaluator_anno_path=Sylvester/groundtruth_rect.txt; effective_range=1-1345; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Sylvester\groundtruth_rect.txt
E2-OTB-091,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Tiger1,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Tiger1\img,NA,NA,NA,349,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Tiger1/img; evaluator_anno_path=Tiger1/groundtruth_rect.txt; effective_range=6-354; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Tiger1\groundtruth_rect.txt
E2-OTB-092,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Tiger2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Tiger2\img,NA,NA,NA,365,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Tiger2/img; evaluator_anno_path=Tiger2/groundtruth_rect.txt; effective_range=1-365; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Tiger2\groundtruth_rect.txt
E2-OTB-093,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Toy,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Toy\img,NA,NA,NA,271,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Toy/img; evaluator_anno_path=Toy/groundtruth_rect.txt; effective_range=1-271; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Toy\groundtruth_rect.txt
E2-OTB-094,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Trans,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Trans\img,NA,NA,NA,124,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Trans/img; evaluator_anno_path=Trans/groundtruth_rect.txt; effective_range=1-124; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Trans\groundtruth_rect.txt
E2-OTB-095,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Trellis,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Trellis\img,NA,NA,NA,569,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Trellis/img; evaluator_anno_path=Trellis/groundtruth_rect.txt; effective_range=1-569; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Trellis\groundtruth_rect.txt
E2-OTB-096,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Twinnings,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Twinnings\img,NA,NA,NA,472,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Twinnings/img; evaluator_anno_path=Twinnings/groundtruth_rect.txt; effective_range=1-472; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Twinnings\groundtruth_rect.txt
E2-OTB-097,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Vase,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Vase\img,NA,NA,NA,271,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Vase/img; evaluator_anno_path=Vase/groundtruth_rect.txt; effective_range=1-271; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Vase\groundtruth_rect.txt
E2-OTB-098,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Walking,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Walking\img,NA,NA,NA,412,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Walking/img; evaluator_anno_path=Walking/groundtruth_rect.txt; effective_range=1-412; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Walking\groundtruth_rect.txt
E2-OTB-099,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Walking2,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Walking2\img,NA,NA,NA,500,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Walking2/img; evaluator_anno_path=Walking2/groundtruth_rect.txt; effective_range=1-500; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Walking2\groundtruth_rect.txt
E2-OTB-100,EVALUATOR_SEQUENCE,OTB100 / OTB-2015,Figshare,24427468 / 42879853,Woman,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Woman\img,NA,NA,NA,597,groundtruth_rect.txt,READY_DIRECT,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\manifests\otb_evaluator_sequence_inventory.csv; pinned commit 1537db51a1cc9f6e30cce469fba3e51f5721b3d0 lib/test/evaluation/otbdataset.py,evaluator_path=Woman/img; evaluator_anno_path=Woman/groundtruth_rect.txt; effective_range=1-597; layout=DIRECT_MATCH; gt_path=F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Woman\groundtruth_rect.txt
