comparison_id,scope,sequence,left_identity,left_relative_or_member_path,left_sha256,right_identity,right_relative_or_member_path,right_sha256,raw_bytes_equal,decoded_line_sequence_equal,first_differing_frame_or_na,left_row_at_first_difference_or_na,right_row_at_first_difference_or_na
E1-CMP-125,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t1.zip,otb/Crossing.txt,db3a37edc91171fc1572533c89ee879f33e2e19851039a7f7ac59e7548458aff,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	150	20	50,202	149	19	51
E1-CMP-126,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t1.zip,otb/Couple.txt,37307157d9ff3f30b83bfe96c362bfe66ccbccc5dad00c97ad64e77d3537ad34,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	67,49	40	23	66
E1-CMP-127,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t1.zip,otb/Deer.txt,ad1f83563b33df88524358c5d5e2f6bf7eb59c6d90b083a95ad6d8a5bbd618c7,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	6	99	86,307	4	105	81
E1-CMP-128,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t1.zip,otb/Crossing.txt,db3a37edc91171fc1572533c89ee879f33e2e19851039a7f7ac59e7548458aff,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	150	20	50,202	149	19	51
E1-CMP-129,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t1.zip,otb/Couple.txt,37307157d9ff3f30b83bfe96c362bfe66ccbccc5dad00c97ad64e77d3537ad34,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	67,49	40	23	66
E1-CMP-130,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t1.zip,otb/Deer.txt,ad1f83563b33df88524358c5d5e2f6bf7eb59c6d90b083a95ad6d8a5bbd618c7,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	6	99	86,307	4	105	81
E1-CMP-131,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t1.zip,otb/Crossing.txt,db3a37edc91171fc1572533c89ee879f33e2e19851039a7f7ac59e7548458aff,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	150	20	50,202	149	19	51
E1-CMP-132,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t1.zip,otb/Couple.txt,37307157d9ff3f30b83bfe96c362bfe66ccbccc5dad00c97ad64e77d3537ad34,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	67,49	40	23	66
E1-CMP-133,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t1.zip,otb/Deer.txt,ad1f83563b33df88524358c5d5e2f6bf7eb59c6d90b083a95ad6d8a5bbd618c7,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	6	99	86,307	4	105	81
E1-CMP-134,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t1.zip,otb/Crossing.txt,db3a37edc91171fc1572533c89ee879f33e2e19851039a7f7ac59e7548458aff,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,201	150	20	50,202	149	19	51
E1-CMP-135,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t1.zip,otb/Couple.txt,37307157d9ff3f30b83bfe96c362bfe66ccbccc5dad00c97ad64e77d3537ad34,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,47	39	25	67,49	40	23	66
E1-CMP-136,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t3.zip,otb/Deer.txt,cd19199ffd72778640edeb6e6474dc6f03faa094e4bcb2c77b1d357f36ae2aa4,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	9	107	81,307	4	105	81
E1-CMP-137,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t3.zip,otb/Crossing.txt,634fdc7c4de41726b3eae42fa459033358229d4fd1469067eb3747a79e18d7a6,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-138,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t3.zip,otb/Couple.txt,58f9428093a10ddac66efe43da0b6c0cc4dfc70818e4975e882e9f680efe3ca1,local_t1:adapter_deterministic,screening/codex/artifacts/stage4A_reproduction/adapter_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,48	41	23	64,49	40	23	66
E1-CMP-139,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t3.zip,otb/Deer.txt,cd19199ffd72778640edeb6e6474dc6f03faa094e4bcb2c77b1d357f36ae2aa4,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	9	107	81,307	4	105	81
E1-CMP-140,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t3.zip,otb/Crossing.txt,634fdc7c4de41726b3eae42fa459033358229d4fd1469067eb3747a79e18d7a6,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-141,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t3.zip,otb/Couple.txt,58f9428093a10ddac66efe43da0b6c0cc4dfc70818e4975e882e9f680efe3ca1,local_t1:official_runner_deterministic,screening/codex/artifacts/stage4A_reproduction/official_runner_deterministic/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,48	41	23	64,49	40	23	66
E1-CMP-142,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t3.zip,otb/Deer.txt,cd19199ffd72778640edeb6e6474dc6f03faa094e4bcb2c77b1d357f36ae2aa4,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	9	107	81,307	4	105	81
E1-CMP-143,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t3.zip,otb/Crossing.txt,634fdc7c4de41726b3eae42fa459033358229d4fd1469067eb3747a79e18d7a6,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-144,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t3.zip,otb/Couple.txt,58f9428093a10ddac66efe43da0b6c0cc4dfc70818e4975e882e9f680efe3ca1,local_t1:official_runner_default_run1,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run1/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,48	41	23	64,49	40	23	66
E1-CMP-145,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t3.zip,otb/Deer.txt,cd19199ffd72778640edeb6e6474dc6f03faa094e4bcb2c77b1d357f36ae2aa4,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	9	107	81,307	4	105	81
E1-CMP-146,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t3.zip,otb/Crossing.txt,634fdc7c4de41726b3eae42fa459033358229d4fd1469067eb3747a79e18d7a6,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-147,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t3.zip,otb/Couple.txt,58f9428093a10ddac66efe43da0b6c0cc4dfc70818e4975e882e9f680efe3ca1,local_t1:official_runner_default_run2,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run2/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,48	41	23	64,49	40	23	66
E1-CMP-148,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t3.zip,otb/Deer.txt,cd19199ffd72778640edeb6e6474dc6f03faa094e4bcb2c77b1d357f36ae2aa4,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	9	107	81,307	4	105	81
E1-CMP-149,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t3.zip,otb/Crossing.txt,634fdc7c4de41726b3eae42fa459033358229d4fd1469067eb3747a79e18d7a6,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-150,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t3.zip,otb/Couple.txt,58f9428093a10ddac66efe43da0b6c0cc4dfc70818e4975e882e9f680efe3ca1,local_t1:official_runner_default_run3,screening/codex/artifacts/stage4A_reproduction/official_runner_default_run3/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,48	41	23	64,49	40	23	66
E1-CMP-151,OFFICIAL_TO_EXISTING_LOCAL_T1,Deer,spiketrack_s256_t3.zip,otb/Deer.txt,cd19199ffd72778640edeb6e6474dc6f03faa094e4bcb2c77b1d357f36ae2aa4,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Deer.txt,88a49dcd23393584e5b7a42061a9a3b89dcb851ae308694a130b3f24e54fdf5d,FALSE,FALSE,2,308	9	107	81,307	4	105	81
E1-CMP-152,OFFICIAL_TO_EXISTING_LOCAL_T1,Crossing,spiketrack_s256_t3.zip,otb/Crossing.txt,634fdc7c4de41726b3eae42fa459033358229d4fd1469067eb3747a79e18d7a6,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Crossing.txt,039d9ca96e1ecf9f0714c88337e4eebd826e2cb78842984e33c5de775f28f65f,FALSE,FALSE,2,202	150	20	50,202	149	19	51
E1-CMP-153,OFFICIAL_TO_EXISTING_LOCAL_T1,Couple,spiketrack_s256_t3.zip,otb/Couple.txt,58f9428093a10ddac66efe43da0b6c0cc4dfc70818e4975e882e9f680efe3ca1,local_t1:previous_adapter_preserved,screening/codex/artifacts/stage4A_reproduction/previous_adapter_preserved/Couple.txt,ced31cb5af587bbe069415163ef0d9a3d47779e5b116e4f619b5a0b80b7efe38,FALSE,FALSE,2,48	41	23	64,49	40	23	66
