pair_id,side,sequence,frame_index,condition,repetition,iou,iou_float,physical_skip,pred_x_float,pred_y_float,pred_w_float,pred_h_float,pred_x_int,pred_y_int,pred_w_int,pred_h_int,gt_x,gt_y,gt_w,gt_h,initialization_frame,branch_frame_executed
R3-D11,primary,Freeman3,249,baseline,1,0.7810304449648712,0.8504709445680974,False,92.68522548675537,39.63985538482665,24.067514419555664,29.87598609924317,92,39,24,29,93.0,38.0,25.0,33.0,False,True
R3-D11,primary,Freeman3,250,baseline,1,0.8174019607843137,0.8409480405065257,False,94.50555515289307,40.18222904205322,23.247053146362305,29.5183048248291,94,40,23,29,94.0,38.0,24.0,34.0,False,True
R3-D11,primary,Freeman3,251,baseline,1,0.8221970554926388,0.8684065941263883,False,94.58347797393799,39.30056762695313,23.803464889526367,33.4137840270996,94,39,23,33,95.0,38.0,25.0,34.0,False,True
R3-D11,primary,Freeman3,252,baseline,1,0.8391608391608392,0.8755509166644377,False,96.07617092132568,40.18230724334717,24.323305130004883,30.8848934173584,96,40,24,30,95.0,39.0,26.0,33.0,False,True
R3-D11,primary,Freeman3,253,baseline,1,0.8787878787878788,0.8453881828521894,False,97.26555824279785,41.187180519104004,25.868404388427734,29.334245681762695,97,41,25,29,97.0,39.0,25.0,33.0,False,True
R3-D11,primary,Freeman3,254,baseline,1,0.8098591549295775,0.8626150376239662,False,98.80495548248291,41.66890335083008,25.90626335144043,30.560138702392578,98,41,25,30,100.0,40.0,24.0,33.0,False,True
R3-D11,primary,Freeman3,255,baseline,1,0.8705357142857143,0.8044018410288117,False,100.79546737670898,41.98847675323486,26.57390594482422,30.1342716217041,100,41,26,30,98.0,40.0,28.0,32.0,False,True
R3-D11,primary,Freeman3,256,baseline,1,0.8728448275862069,0.8416365976937116,False,102.69434928894043,42.117411613464355,27.69265365600586,30.963438034057617,102,42,27,30,101.0,40.0,29.0,32.0,False,True
R3-D11,primary,Freeman3,257,baseline,1,0.8746081504702194,0.9124546123130701,False,104.77043056488037,42.11155414581299,27.74974250793457,31.4676456451416,104,42,27,31,104.0,42.0,29.0,33.0,False,True
R3-D11,primary,Freeman3,258,baseline,1,0.8812182741116751,0.9680601491436707,False,107.07036590576172,42.86129188537598,28.907241821289062,32.32147979736328,107,42,28,32,107.0,43.0,29.0,33.0,False,True
R3-D11,primary,Freeman3,259,baseline,1,0.7736389684813754,0.8145114169170271,False,111.31290245056152,42.2630844116211,27.280399322509766,31.791301727294915,111,42,27,31,109.0,43.0,30.0,34.0,False,True
R3-D11,primary,Freeman3,260,baseline,1,0.8822374877330716,0.916725490828654,False,113.33486843109131,42.88481330871582,29.53899574279785,32.79808044433594,113,42,29,32,112.0,43.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,261,baseline,1,0.8197845249755142,0.8750000184450307,False,116.80594730377197,44.0622034072876,28.29913902282715,31.009164810180664,116,44,28,31,117.0,44.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,262,baseline,1,0.9106967615309126,0.9256434977187041,False,119.8194465637207,44.24141502380371,29.86194610595703,33.590850830078125,119,44,29,33,119.0,45.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,263,baseline,1,0.8855098389982111,0.8789744239401716,False,121.412353515625,43.30625534057617,32.9368896484375,34.125064849853516,121,43,32,34,123.0,44.0,30.0,34.0,False,True
R3-D11,primary,Freeman3,264,baseline,1,0.6891891891891891,0.6562672242402326,False,118.84761619567871,41.665687561035156,40.97969436645508,37.92719650268555,118,41,40,37,126.0,43.0,30.0,34.0,False,True
R3-D11,primary,Freeman3,265,baseline,1,0.9108159392789373,0.8970144042496915,False,127.95509147644043,43.30764389038086,32.93191909790039,32.92073440551758,127,43,32,32,129.0,43.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,266,baseline,1,0.7457142857142857,0.7681610488111066,False,134.21151447296143,42.528127670288086,27.68764305114746,30.967361450195312,134,42,27,30,130.0,43.0,31.0,33.0,False,True
R3-D11,primary,Freeman3,267,baseline,1,0.8484848484848485,0.886555987700264,False,134.33720684051514,43.16131591796875,28.316186904907227,30.99606704711914,134,43,28,30,133.0,42.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,268,baseline,1,0.8202020202020202,0.7990937881799791,False,136.29510021209717,43.7672758102417,28.818620681762695,29.5023250579834,136,43,28,29,134.0,42.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,269,baseline,1,0.6860706860706861,0.657070661225275,False,132.40230178833008,38.53219223022462,39.94263458251953,37.7212791442871,132,38,39,37,137.0,41.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,245,whole_mrm1_physical_skip,1,0.806146572104019,0.8331778854935479,True,90.15656566619873,41.03533935546876,24.989229202270508,33.25317764282226,90,41,24,33,92.0,40.0,23.0,32.0,False,True
R3-D11,primary,Freeman3,246,whole_mrm1_physical_skip,1,0.7692307692307693,0.8821191196511969,True,91.16769409179688,39.97935485839844,23.97643280029297,31.669231414794922,91,39,23,31,93.0,40.0,23.0,32.0,False,True
R3-D11,primary,Freeman3,247,whole_mrm1_physical_skip,1,0.8363636363636363,0.8786255244112038,True,92.143967628479,41.293134689331055,23.892805099487305,30.3382568359375,92,41,23,30,92.0,39.0,25.0,33.0,False,True
R3-D11,primary,Freeman3,248,whole_mrm1_physical_skip,1,0.8642424242424243,0.8414638326089017,True,92.89621829986572,40.634562492370605,23.678258895874023,31.609792709350586,92,40,23,31,92.0,38.0,25.0,33.0,False,True
R3-D11,primary,Freeman3,249,whole_mrm1_physical_skip,1,0.8588098016336057,0.8889599700700221,True,92.9546890258789,39.69102668762207,24.116744995117188,32.195159912109375,92,39,24,32,93.0,38.0,25.0,33.0,False,True
R3-D11,primary,Freeman3,250,whole_mrm1_physical_skip,1,0.8823529411764706,0.8946243044776457,True,94.02940082550049,39.864702224731445,24.10805320739746,30.611572265625,94,39,24,30,94.0,38.0,24.0,34.0,False,True
R3-D11,primary,Freeman3,251,whole_mrm1_physical_skip,1,0.8444948921679909,0.8896798445040573,True,94.28392887115479,39.714962005615234,25.590879440307617,31.200435638427734,94,39,25,31,95.0,38.0,25.0,34.0,False,True
R3-D11,primary,Freeman3,252,whole_mrm1_physical_skip,1,0.8671328671328671,0.8911159356928413,True,95.96164131164551,40.62161064147949,24.538555145263672,31.15821075439453,95,40,24,31,95.0,39.0,26.0,33.0,False,True
R3-D11,primary,Freeman3,253,whole_mrm1_physical_skip,1,0.8436363636363636,0.8696805043192751,True,97.59925365447998,41.25616264343262,24.892282485961914,29.928604125976562,97,41,24,29,97.0,39.0,25.0,33.0,False,True
R3-D11,primary,Freeman3,254,whole_mrm1_physical_skip,1,0.8098591549295775,0.8567297380519499,True,98.85992527008057,41.827951431274414,25.9451961517334,30.38172149658203,98,41,25,30,100.0,40.0,24.0,33.0,False,True
R3-D11,primary,Freeman3,255,whole_mrm1_physical_skip,1,0.8099352051835853,0.7542440246546321,True,101.79037475585938,40.8670129776001,26.57390594482422,30.1342716217041,101,40,26,30,98.0,40.0,28.0,32.0,False,True
R3-D11,primary,Freeman3,256,whole_mrm1_physical_skip,1,0.8728448275862069,0.8337453675378604,True,102.42183113098145,42.56398296356201,27.69265365600586,30.963438034057617,102,42,27,30,101.0,40.0,29.0,32.0,False,True
R3-D11,primary,Freeman3,257,whole_mrm1_physical_skip,1,0.8746081504702194,0.8871622599612606,True,105.8207139968872,42.02241897583008,27.275510787963867,31.33597183227539,105,42,27,31,104.0,42.0,29.0,33.0,False,True
R3-D11,primary,Freeman3,258,whole_mrm1_physical_skip,1,0.9070010449320794,0.9437647969815509,True,107.01000022888184,43.293998718261726,28.421405792236328,31.77826309204101,107,43,28,31,107.0,43.0,29.0,33.0,False,True
R3-D11,primary,Freeman3,259,whole_mrm1_physical_skip,1,0.7748091603053435,0.8311103433550219,True,110.62169456481934,42.55829048156738,28.147075653076172,30.926780700683594,110,42,28,30,109.0,43.0,30.0,34.0,False,True
R3-D11,primary,Freeman3,260,whole_mrm1_physical_skip,1,0.9106967615309126,0.9170992770807949,True,112.87105369567871,42.364118576049805,29.789325714111328,33.076026916503906,112,42,29,33,112.0,43.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,261,whole_mrm1_physical_skip,1,0.8043087971274686,0.9015420264078166,True,115.71298885345459,42.72300338745117,30.607667922973633,34.22274398803711,115,42,30,34,117.0,44.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,262,whole_mrm1_physical_skip,1,0.8857142857142857,0.8815386714659591,True,119.18570899963379,43.12055206298828,30.240657806396484,33.227115631103516,119,43,30,33,119.0,45.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,263,whole_mrm1_physical_skip,1,0.8279569892473119,0.9462762495482478,True,121.952956199646,43.742692947387695,30.850587844848633,34.494354248046875,121,43,30,34,123.0,44.0,30.0,34.0,False,True
R3-D11,primary,Freeman3,264,whole_mrm1_physical_skip,1,0.9116022099447514,0.8992676651806628,True,124.87859535217285,43.69009590148926,32.6937370300293,33.26078796386719,124,43,32,33,126.0,43.0,30.0,34.0,False,True
R3-D11,primary,Freeman3,265,whole_mrm1_physical_skip,1,0.9108159392789373,0.8994734771422934,True,128.82058906555176,43.11264610290527,32.78367233276367,32.38556671142578,128,43,32,32,129.0,43.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,266,whole_mrm1_physical_skip,1,0.9126034958601656,0.9015335236051495,True,130.55079078674316,43.07622146606445,33.099300384521484,32.97654342651367,130,43,33,32,130.0,43.0,31.0,33.0,False,True
R3-D11,primary,Freeman3,267,whole_mrm1_physical_skip,1,0.8727272727272727,0.9094304730799819,True,134.6839895248413,42.46412467956543,27.786333084106445,32.402122497558594,134,42,27,32,133.0,42.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,268,whole_mrm1_physical_skip,1,0.7699115044247787,0.8251523035900946,True,136.93535614013672,41.73739147186279,27.129379272460938,30.723257064819336,136,41,27,30,134.0,42.0,30.0,33.0,False,True
R3-D11,primary,Freeman3,269,whole_mrm1_physical_skip,1,0.8181818181818182,0.8523931888048537,True,138.6309757232666,41.72024726867676,27.279407501220703,30.934295654296875,138,41,27,30,137.0,41.0,30.0,33.0,False,True
R3-D09,control,Human7,13,whole_mrm1_physical_skip,1,0.9066378845116028,0.8657402591523334,True,121.4339427947998,120.26935195922852,32.8583869934082,105.37683868408203,121,120,32,105,119.0,119.0,34.0,109.0,False,True
R3-D09,control,Human7,14,whole_mrm1_physical_skip,1,0.8918918918918919,0.8364343008156268,True,122.9881706237793,123.1881217956543,34.384178161621094,102.2857437133789,122,123,34,102,121.0,119.0,34.0,108.0,False,True
R3-D09,control,Human7,15,whole_mrm1_physical_skip,1,0.8715620827770361,0.8885315273397879,True,124.31271362304688,122.4047737121582,32.538787841796875,102.26412200927734,124,122,32,102,123.0,118.0,35.0,107.0,False,True
R3-D09,control,Human7,16,whole_mrm1_physical_skip,1,0.8272237196765498,0.8449302534642206,True,125.37442302703857,122.54186248779297,31.58176612854004,99.25636291503906,125,122,31,99,124.0,118.0,35.0,106.0,False,True
R3-D09,control,Human7,17,whole_mrm1_physical_skip,1,0.8881632653061224,0.8861791525170268,True,125.62057304382324,121.230712890625,32.31422805786133,102.88282775878906,125,121,32,102,123.0,118.0,35.0,105.0,False,True
R3-D09,control,Human7,18,whole_mrm1_physical_skip,1,0.8601648351648352,0.8600609207824871,True,124.60574531555176,121.74911499023438,31.758525848388672,101.84957885742188,124,121,31,101,121.0,119.0,35.0,104.0,False,True
R3-D09,control,Human7,19,whole_mrm1_physical_skip,1,0.834119278779473,0.847101059292095,True,121.51358127593994,124.04010009765625,31.171613693237305,97.96731567382812,121,124,31,97,118.0,120.0,35.0,103.0,False,True
R3-D09,control,Human7,20,whole_mrm1_physical_skip,1,0.8869688385269122,0.9067076897774683,True,117.07514381408691,120.6387825012207,31.357738494873047,103.90019989013672,117,120,31,103,115.0,122.0,34.0,102.0,False,True
R3-D09,control,Human7,21,whole_mrm1_physical_skip,1,0.8877232775730082,0.9101917538728032,True,112.32107543945312,120.83849334716797,31.87152099609375,104.22053527832031,112,120,31,104,112.0,122.0,34.0,101.0,False,True
R3-D09,control,Human7,22,whole_mrm1_physical_skip,1,0.8558823529411764,0.8733410096095393,True,110.87657737731934,126.03531646728516,30.63382339477539,97.0035400390625,110,126,30,97,110.0,123.0,34.0,100.0,False,True
R3-D09,control,Human7,23,whole_mrm1_physical_skip,1,0.809863339275104,0.837037576109168,True,109.49236583709717,124.57091522216797,29.9411563873291,94.10018920898438,109,124,29,94,108.0,124.0,34.0,99.0,False,True
R3-D09,control,Human7,24,whole_mrm1_physical_skip,1,0.8172231985940246,0.8408915184782193,True,107.81295394897461,119.94784164428711,30.08647918701172,99.68802642822266,107,119,30,99,105.0,125.0,33.0,98.0,False,True
R3-D09,control,Human7,25,whole_mrm1_physical_skip,1,0.8635097493036211,0.8810993862390835,True,104.3796272277832,124.59599685668945,30.07787322998047,94.52986907958984,104,124,30,94,103.0,125.0,33.0,97.0,False,True
R3-D09,control,Human7,26,whole_mrm1_physical_skip,1,0.8270303781773094,0.8584887842961307,True,105.06924057006835,123.96978759765625,29.421318054199233,94.35415649414062,105,123,29,94,102.0,125.0,33.0,96.0,False,True
R3-D09,control,Human7,27,whole_mrm1_physical_skip,1,0.8080194410692588,0.7886749726573793,True,106.341534614563,124.48908615112305,30.438848495483384,96.91194915771484,106,124,30,96,102.0,125.0,32.0,96.0,False,True
R3-D09,control,Human7,28,whole_mrm1_physical_skip,1,0.9283387622149837,0.8749990378238623,True,103.72690677642822,123.09733581542969,30.172040939331055,96.75079345703125,103,123,30,96,101.0,124.0,32.0,95.0,False,True
R3-D09,control,Human7,29,whole_mrm1_physical_skip,1,0.8966090425531915,0.9172253460337657,True,102.81006145477295,121.88626480102539,29.6677188873291,93.2408218383789,102,121,29,93,101.0,121.0,32.0,94.0,False,True
R3-D09,control,Human7,30,whole_mrm1_physical_skip,1,0.9162087912087912,0.9335013678850259,True,101.83602523803712,117.75971984863281,29.20320892333983,93.64410400390625,101,117,29,93,100.0,118.0,31.0,93.0,False,True
R3-D09,control,Human7,31,whole_mrm1_physical_skip,1,0.8835904628330996,0.8981517320018904,True,101.36476039886476,117.06501770019531,28.71069526672362,90.23304748535156,101,117,28,90,99.0,115.0,31.0,92.0,False,True
R3-D09,control,Human7,32,whole_mrm1_physical_skip,1,0.8835904628330996,0.894947819774588,True,99.03135967254639,115.53504180908203,28.234384536743164,90.53742980957031,99,115,28,90,99.0,114.0,31.0,92.0,False,True
R3-D09,control,Human7,33,whole_mrm1_physical_skip,1,0.7595505617977528,0.813762505199909,True,96.6659460067749,111.55358123779297,28.673967361450195,95.00784301757812,96,111,28,95,98.0,113.0,31.0,91.0,False,True
R3-D09,control,Human7,34,whole_mrm1_physical_skip,1,0.8838896952104499,0.9171320630641919,True,95.13937091827393,112.36101913452148,28.5739803314209,89.80338287353516,95,112,28,89,94.0,114.0,30.0,90.0,False,True
R3-D09,control,Human7,35,whole_mrm1_physical_skip,1,0.8797752808988764,0.9066749736381854,True,95.50713539123535,112.68099594116211,27.753673553466797,87.22528839111328,95,112,27,87,95.0,112.0,30.0,89.0,False,True
R3-D09,control,Human7,36,whole_mrm1_physical_skip,1,0.9228464419475655,0.9341574015015386,True,97.6054058074951,110.26258087158203,28.262271881103516,88.25193786621094,97,110,28,88,97.0,110.0,30.0,89.0,False,True
R3-D09,control,Human7,37,whole_mrm1_physical_skip,1,0.9,0.9023546119500444,True,98.32595443725585,109.6304702758789,27.496559143066406,88.18145751953125,98,109,27,88,96.0,109.0,30.0,88.0,False,True
R3-D09,control,Human7,13,baseline,1,0.9066378845116028,0.903497855012448,False,120.7106990814209,120.2658576965332,32.8583869934082,105.37683868408203,120,120,32,105,119.0,119.0,34.0,109.0,False,True
R3-D09,control,Human7,14,baseline,1,0.9330453563714903,0.881719017951384,False,123.76078987121582,118.30959701538086,32.28745651245117,109.2765884399414,123,118,32,109,121.0,119.0,34.0,108.0,False,True
R3-D09,control,Human7,15,baseline,1,0.9076101468624833,0.9304570690819494,False,123.48428153991699,120.36820983886719,33.644168853759766,103.571044921875,123,120,33,103,123.0,118.0,35.0,107.0,False,True
R3-D09,control,Human7,16,baseline,1,0.8644112247574088,0.9289533629021128,False,123.95513916015625,119.79498672485352,33.5028076171875,103.1358871459961,123,119,33,103,124.0,118.0,35.0,106.0,False,True
R3-D09,control,Human7,17,baseline,1,0.8533333333333334,0.8665133100828365,False,125.47861099243164,124.07414627075195,32.26641082763672,98.6919937133789,125,124,32,98,123.0,118.0,35.0,105.0,False,True
R3-D09,control,Human7,18,baseline,1,0.8529011168618905,0.8483114506824955,False,124.21311569213867,122.95748519897461,31.53508758544922,102.54688262939453,124,122,31,102,121.0,119.0,35.0,104.0,False,True
R3-D09,control,Human7,19,baseline,1,0.8583333333333333,0.814860705066675,False,121.61408042907715,118.28333282470703,33.29335403442383,107.97926330566406,121,118,33,107,118.0,120.0,35.0,103.0,False,True
R3-D09,control,Human7,20,baseline,1,0.8304498269896193,0.8395806519890295,False,117.76478290557861,125.08659362792969,30.148717880249023,96.57676696777344,117,125,30,96,115.0,122.0,34.0,102.0,False,True
R3-D09,control,Human7,21,baseline,1,0.8660508083140878,0.8893024860620865,False,112.4954719543457,121.47126007080078,30.510231018066406,101.09208679199219,112,121,30,101,112.0,122.0,34.0,101.0,False,True
R3-D09,control,Human7,22,baseline,1,0.8661764705882353,0.8820881509281154,False,111.44201278686523,124.61242294311523,31.427879333496094,95.4280014038086,111,124,31,95,110.0,123.0,34.0,100.0,False,True
R3-D09,control,Human7,23,baseline,1,0.8215547703180212,0.831154398989775,False,110.45745468139648,123.17222213745117,30.07787322998047,94.52986907958984,110,123,30,94,108.0,124.0,34.0,99.0,False,True
R3-D09,control,Human7,24,baseline,1,0.8586762075134168,0.8813032816485645,False,107.42850875854491,121.88125610351562,30.227729797363295,100.15605163574219,107,121,30,100,105.0,125.0,33.0,98.0,False,True
R3-D09,control,Human7,25,baseline,1,0.8491418247515808,0.8294503590389769,False,106.42841434478761,121.99171447753906,30.587247848510728,98.08221435546875,106,121,30,98,103.0,125.0,33.0,97.0,False,True
R3-D09,control,Human7,26,baseline,1,0.8828996282527881,0.8560433268101546,False,105.49647808074951,123.44253158569336,30.4488468170166,97.6384048461914,105,123,30,97,102.0,125.0,33.0,96.0,False,True
R3-D09,control,Human7,27,baseline,1,0.8062628036289142,0.7797418399843696,False,105.47734451293945,120.67278289794922,31.592933654785156,100.58634948730469,105,120,31,100,102.0,125.0,32.0,96.0,False,True
R3-D09,control,Human7,28,baseline,1,0.8138847858197932,0.7866778917377493,False,104.36947441101074,120.81706237792969,31.27927017211914,100.30126953125,104,120,31,100,101.0,124.0,32.0,95.0,False,True
R3-D09,control,Human7,29,baseline,1,0.8880474152123806,0.9053007307583986,False,102.25376605987549,122.20609664916992,29.8381404876709,94.48397064208984,102,122,29,94,101.0,121.0,32.0,94.0,False,True
R3-D09,control,Human7,30,baseline,1,0.9153659382587582,0.9108821124600112,False,102.1028823852539,118.85472869873047,29.120849609375,91.5220947265625,102,118,29,91,100.0,118.0,31.0,93.0,False,True
R3-D09,control,Human7,31,baseline,1,0.8934081346423562,0.8988794027235996,False,101.11064910888672,116.38847351074219,28.64959716796875,91.86886596679688,101,116,28,91,99.0,115.0,31.0,92.0,False,True
R3-D09,control,Human7,32,baseline,1,0.8934081346423562,0.9016652135944228,False,99.20647048950194,115.22210311889648,28.511192321777344,91.42505645751953,99,115,28,91,99.0,114.0,31.0,92.0,False,True
R3-D09,control,Human7,33,baseline,1,0.8167755242351323,0.8694213128710749,False,97.90210247039794,115.13185501098633,28.027109146118164,88.08464813232422,97,115,28,88,98.0,113.0,31.0,91.0,False,True
R3-D09,control,Human7,34,baseline,1,0.8862019914651493,0.9073446291308765,False,95.75782775878905,110.89445114135742,28.108963012695312,93.1357650756836,95,110,28,93,94.0,114.0,30.0,90.0,False,True
R3-D09,control,Human7,35,baseline,1,0.9236471460340994,0.9259193287544552,False,96.06646060943602,111.58530044555664,28.18397331237793,90.38599395751953,96,111,28,90,95.0,112.0,30.0,89.0,False,True
R3-D09,control,Human7,36,baseline,1,0.9123595505617977,0.9401253985207483,False,97.77366352081297,110.60479736328125,28.55513572692871,87.90484619140625,97,110,28,87,97.0,110.0,30.0,89.0,False,True
R3-D09,control,Human7,37,baseline,1,0.9045521292217328,0.8790471999053883,False,98.36727142333983,108.2849349975586,28.04669189453125,91.20320129394531,98,108,28,91,96.0,109.0,30.0,88.0,False,True
R3-D06,control,Human8,1,whole_mrm1_physical_skip,1,1.0,1.0,True,110.0,101.0,30.0,91.0,110,101,30,91,110.0,101.0,30.0,91.0,True,False
R3-D06,control,Human8,2,whole_mrm1_physical_skip,1,0.922962962962963,0.9469837521674412,True,111.24067401885986,100.36169815063477,28.5739803314209,89.80338287353516,111,100,28,89,111.0,100.0,30.0,90.0,False,True
R3-D06,control,Human8,3,whole_mrm1_physical_skip,1,0.9179415855354659,0.8966107971645323,True,111.88991165161133,100.9112663269043,32.588401794433594,88.68346405029297,111,100,32,88,112.0,99.0,30.0,90.0,False,True
R3-D06,control,Human8,4,whole_mrm1_physical_skip,1,0.9463379260333575,0.9242050432321238,True,113.96393775939941,97.56938934326172,29.531002044677734,92.81114196777344,113,97,29,92,113.0,99.0,30.0,90.0,False,True
R3-D06,control,Human8,5,whole_mrm1_physical_skip,1,0.905931905931906,0.9161280971485493,True,113.24004077911377,97.08835983276367,30.03590965270996,92.5445327758789,113,97,30,92,114.0,99.0,30.0,89.0,False,True
R3-D06,control,Human8,6,whole_mrm1_physical_skip,1,0.8569463548830811,0.9081905290058987,True,113.57069683074951,100.71086883544922,30.741785049438477,91.45037841796875,113,100,30,91,115.0,101.0,30.0,89.0,False,True
R3-D06,control,Human8,7,whole_mrm1_physical_skip,1,0.9227272727272727,0.9234672931721105,True,116.93602848052979,107.73097610473633,29.187650680541992,84.32891082763672,116,107,29,84,116.0,104.0,30.0,88.0,False,True
R3-D06,control,Human8,8,whole_mrm1_physical_skip,1,0.9045871559633027,0.9225264056680937,True,116.14685153961182,108.0145034790039,30.141386032104492,85.45152282714844,116,108,30,85,117.0,106.0,30.0,88.0,False,True
R3-D06,control,Human8,9,whole_mrm1_physical_skip,1,0.7805139186295503,0.8206072257156871,True,116.17544746398926,109.74625778198242,29.942378997802734,81.38074493408203,116,109,29,81,118.0,106.0,30.0,88.0,False,True
R3-D06,control,Human8,10,whole_mrm1_physical_skip,1,0.8276856524873828,0.8490148708193087,True,117.13477802276611,107.88437271118164,30.221837997436523,82.76725006103516,117,107,30,82,119.0,105.0,30.0,87.0,False,True
R3-D06,control,Human8,11,whole_mrm1_physical_skip,1,0.6906579425663395,0.7228508947758936,True,119.4862756729126,109.67484283447266,28.062040328979492,76.85020446777344,119,109,28,76,122.0,104.0,29.0,87.0,False,True
R3-D06,control,Human8,12,whole_mrm1_physical_skip,1,0.7124463519313304,0.7789060225479657,True,121.51649284362793,102.34295654296875,28.922183990478516,85.83329772949219,121,102,28,85,125.0,104.0,28.0,86.0,False,True
R3-D06,control,Human8,13,whole_mrm1_physical_skip,1,0.834326579261025,0.8680951533915013,True,125.15171813964844,102.21548080444336,27.343521118164062,85.93624114990234,125,102,27,85,127.0,103.0,27.0,86.0,False,True
R3-D06,control,Human8,14,whole_mrm1_physical_skip,1,0.773001508295626,0.869454499108278,True,124.96090793609619,103.7898063659668,29.773954391479492,83.25838470458984,124,103,29,83,128.0,104.0,27.0,85.0,False,True
R3-D06,control,Human8,15,whole_mrm1_physical_skip,1,0.7425418880261545,0.804140390558376,True,127.52171325683594,104.57265853881836,26.872665405273438,79.33179473876953,127,104,26,79,130.0,104.0,26.0,85.0,False,True
R3-D06,control,Human8,16,whole_mrm1_physical_skip,1,0.8380338436744561,0.8235071581818925,True,127.16359043121338,103.02976989746094,29.860395431518555,82.90415954589844,127,103,29,82,130.0,105.0,26.0,84.0,False,True
R3-D06,control,Human8,17,whole_mrm1_physical_skip,1,0.8195615514333895,0.8686462599540428,True,128.2161741256714,102.41991424560547,26.522790908813477,83.98574829101562,128,102,26,83,130.0,104.0,26.0,83.0,False,True
R3-D06,control,Human8,18,whole_mrm1_physical_skip,1,0.837696335078534,0.8960797844417747,True,128.47859859466553,103.3429183959961,26.636186599731445,80.87844848632812,128,103,26,80,130.0,102.0,26.0,82.0,False,True
R3-D06,control,Human8,19,whole_mrm1_physical_skip,1,0.7659574468085106,0.8490005896253623,True,127.76544284820557,98.2053337097168,27.896589279174805,84.67498016357422,127,98,27,84,130.0,101.0,27.0,82.0,False,True
R3-D06,control,Human8,20,whole_mrm1_physical_skip,1,0.8123129542539547,0.8544277306782769,True,128.19960498809814,101.5188217163086,27.6867733001709,76.74667358398438,128,101,27,76,130.0,101.0,27.0,81.0,False,True
R3-D06,control,Human8,21,whole_mrm1_physical_skip,1,0.9375,0.9144831442837444,True,131.35280418395996,104.21270751953125,27.303821563720703,75.83616638183594,131,104,27,75,131.0,101.0,27.0,80.0,False,True
R3-D06,control,Human8,22,whole_mrm1_physical_skip,1,0.8037225042301185,0.8690569670818608,True,131.5005760192871,102.79951095581055,27.93230438232422,76.49700164794922,131,102,27,76,133.0,102.0,28.0,79.0,False,True
R3-D06,control,Human8,23,whole_mrm1_physical_skip,1,0.7246376811594203,0.7769881268886918,True,131.74260234832764,102.4005012512207,28.38237953186035,75.10579681396484,131,102,28,75,135.0,102.0,28.0,78.0,False,True
R3-D06,control,Human8,24,whole_mrm1_physical_skip,1,0.9414847161572052,0.9076603892127681,True,136.03087711334229,103.5370101928711,29.581846237182617,78.28231811523438,136,103,29,78,137.0,102.0,28.0,78.0,False,True
R3-D06,control,Human8,25,whole_mrm1_physical_skip,1,0.822867042009528,0.8609390582759157,True,138.3966188430786,102.85047149658203,26.4470272064209,76.41070556640625,138,102,26,76,139.0,102.0,29.0,77.0,False,True
R3-D06,control,Human8,1,baseline,1,1.0,1.0,False,110.0,101.0,30.0,91.0,110,101,30,91,110.0,101.0,30.0,91.0,True,False
R3-D06,control,Human8,2,baseline,1,0.922962962962963,0.9469208259474451,False,111.87313556671143,100.3647575378418,28.5739803314209,89.80338287353516,111,100,28,89,111.0,100.0,30.0,90.0,False,True
R3-D06,control,Human8,3,baseline,1,0.9157894736842105,0.9596024663421203,False,111.77668571472168,97.35299682617188,30.446277618408203,92.41409301757812,111,97,30,92,112.0,99.0,30.0,90.0,False,True
R3-D06,control,Human8,4,baseline,1,0.967032967032967,0.9470359639764674,False,113.33808994293213,98.85359954833984,30.862089157104492,89.93603515625,113,98,30,89,113.0,99.0,30.0,90.0,False,True
R3-D06,control,Human8,5,baseline,1,0.9264178033022255,0.9263861517019758,False,114.62096309661865,96.60184097290039,29.008867263793945,93.03142547607422,114,96,29,93,114.0,99.0,30.0,89.0,False,True
R3-D06,control,Human8,6,baseline,1,0.90625,0.9196994220186169,False,113.37688732147217,101.85433959960938,31.92258644104004,89.26670837402344,113,101,31,89,115.0,101.0,30.0,89.0,False,True
R3-D06,control,Human8,7,baseline,1,0.8434974283614989,0.8930247957741401,False,115.5800666809082,108.10014724731445,29.47785186767578,82.19478607177734,115,108,29,82,116.0,104.0,30.0,88.0,False,True
R3-D06,control,Human8,8,baseline,1,0.8942731277533039,0.9369188396099869,False,116.83615398406982,108.01679992675781,30.8341007232666,84.654052734375,116,108,30,84,117.0,106.0,30.0,88.0,False,True
R3-D06,control,Human8,9,baseline,1,0.8632855567805954,0.8792170082369648,False,117.091965675354,110.36832046508789,30.089155197143555,81.77967071533203,117,110,30,81,118.0,106.0,30.0,88.0,False,True
